Course_Title,Degree_Level,Course_Domain,Start_Date,End_Date,Course_Link
Cellular gatekeepers: which proteins stand guard at the connections between plant cells? (FAULKNER_J24DTP),PHD DOCTORATE,CHEMISTRY,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-cellular-gatekeepers-which-proteins-stand-guard-at-the-connections-between-plant-cells-faulknerj24dtp-
Causes and consequences of short tandem repeat instability (NIEDUSZYNSKI_E24DTP2),PHD DOCTORATE,CHEMISTRY,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-causes-and-consequences-of-short-tandem-repeat-instability-nieduszynskie24dtp2-
Categorification in Representation Theory (MIEMIETZV_U24SCI),PHD DOCTORATE,CHEMISTRY,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-categorification-in-representation-theory-miemietzvu24sci
Carbon uptake by seasonally ice-covered Antarctic waters (BAKKER_UENV24ARIES ),PHD DOCTORATE,CHEMISTRY,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-carbon-uptake-by-seasonally-ice-covered-antarctic-waters-bakkeruenv24aries-
Building the vertebrate spine: the neck to thorax transition (MUNSTERBERG_U24DTP1),PHD DOCTORATE,CHEMISTRY,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-building-the-vertebrate-spine-the-neck-to-thorax-transition-munsterbergu24dtp1-
Broken bones and kidneys: Dietary strategies to protect bone health in people with renal impairment (SCHOENMAKERSI_U24FMH),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-broken-bones-and-kidneys-strategies-to-protect-bone-health-in-people-with-renal-impairment-schoenmakersiu24fmh
Biophyscial characterisation of the SubCortical Maternal Complex - a small complex with a big role in mammalian fertility (MONK_U24DTP1),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-biophyscial-characterisation-of-the-subcortical-maternal-complex---a-small-complex-with-a-big-role-in-mammalian-fertility-monku24dtp1-
Better (methy)late than never: Deciphering the role of DNA methylation in blood cell development (MOK_U24DTP2),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-better-methylate-than-never-deciphering-the-role-of-dna-methylation-in-blood-cell-development-moku24dtp2-
Avian viromics and anthropogenic effects in Berthelot’s pipit (RICHARDSON_U24DTP1),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-avian-viromics-and-anthropogenic-effects-in-berthelots-pipit-richardsonu24dtp1-
Atmospheric carbon detectives: Unveiling secrets of the Earth’s carbon cycle with CO2 polyisotopologue analysis (FORSTER_UENV24ARIES),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-atmospheric-carbon-detectives-unveiling-secrets-of-the-earths-carbon-cycle-with-co2-polyisotopologue-analysis-forsteruenv24aries-
Are vegetarians protected from an infection? Molecular studies of a low protein diet effect on the immune system function (WOJTOWICZ_E24DTP1),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-are-vegetarians-protected-from-an-infection-molecular-studies-of-a-low-protein-diet-effect-on-the-immune-system-function-wojtowicze24dtp1-
Are sea ice and surface foam important in determining oceanic uptake of CO2? (YANG_UPML24ARIES),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-are-sea-ice-and-surface-foam-important-in-determining-oceanic-uptake-of-co2-yangupml24aries-
Arctic atmospheric ozone depletion events and bromine explosions (KAISER_UENV24ARIES),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-arctic-atmospheric-ozone-depletion-events-and-bromine-explosions-kaiseruenv24aries
"Appraising erosion management strategies on the North-Norfolk coastline to 2300: projections, implications, and visualisation (NICHOLLS_UENV24ARIES)",PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-appraising-erosion-management-strategies-on-the-north-norfolk-coastline-to-2300-projections-implications-and-visualisation-nichollsuenv24aries
Antibiotics and the response to infection (BERAZA_Q24DTP2),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-antibiotics-and-the-response-to-infection-berazaq24dtp2-
Antibiotic discovery in Streptomyces bacteria (HUTCHINGS_J24DTP2),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-antibiotic-discovery-in-streptomyces-bacteria-hutchingsj24dtp2-
Animal-microbe symbioses in pest insects (CHAPMAN_U24DTP),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-animal-microbe-symbioses-in-pest-insects-chapmanu24dtp-
Addressing inequalities in physical activity and health among disabled people (MILTONK_U24FMH),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-addressing-inequalities-in-physical-activity-and-health-among-disabled-people-miltonku24fmh
A year in the microbial life of the Arctic Ocean (MOULTON_UCMP24ARIES),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-a-year-in-the-microbial-life-of-the-arctic-ocean-moultonucmp24aries
"A PhD investigating nutritional solutions for sarcopenia, an international cohort approach (WELCHA_U24FMH)",PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-a-phd-investigating-nutritional-solutions-for-sarcopenia-an-international-cohort-approach-welchau24fmh-
3D computer vision-based guidance system for cardiac interventional procedures (MAYL_U24SCID),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-3d-computer-vision-based-guidance-system-for-cardiac-interventional-procedures-maylu24scid
Genomic analysis of metabolic diversity in the enigmatic algae Euglena (HALL_E24DTP1),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/genomic-analysis-of-metabolic-diversity-in-the-enigmatic-algae-euglena-halle24dtp1-
Doctor of Education-EdD,PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/edd-doctor-of-education
Doctorate in Educational Psychology-EdPsyD,PHD DOCTORATE,MEDICINE,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/phd-doctorate/doctorate-in-educational-psychology-edpsyd
Doctorate in Clinical Psychology-ClinPsyD,PHD DOCTORATE,MEDICINE,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/phd-doctorate/doctorate-in-clinical-psychology-clinpsyd
Doctor of Medicine-MD,PHD DOCTORATE,MEDICINE,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/phd-doctorate/doctor-of-medicine-md
"The Gut, Obesity and Cancer: Preventing Malignant Transformation in Multiple Myeloma (HORWOODN_U23FMH)",PHD DOCTORATE,MEDICINE,FEBRUARY 2024,FEBRUARY 2024,https://www.uea.ac.uk/course/phd-doctorate/dietary-intervention-to-prevent-myeloma-cancer-progression-horwoodn-u23fmh
Development of biodegradable polymeric systems for drug delivery & tissue engineering applications (SAEEDA_U24SF),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/development-of-biodegradable-polymeric-systems-for-drug-delivery-tissue-engineering-applications-saeeda-u24sf
CHASE AHRC Studentships,PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/chase-ahrc-studentships
A PhD to innovate student feedback in clinical practice through an interdisciplinary co-design approach (WONGA_U24FMH),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/a-phd-to-innovate-student-feedback-in-clinical-practice-through-an-interdisciplinary-co-design-approach-wongau24fmh
A PhD determining how prostate cancer evolves by analysing molecular subtypes in single-cell sequencing data (BREWERD_U23FMH),PHD DOCTORATE,MEDICINE,FEBRUARY 2024,FEBRUARY 2024,https://www.uea.ac.uk/course/phd-doctorate/a-phd-determining-how-prostate-cancer-evolves-by-analysing-molecular-subtypes-in-single-cell-sequencing-data-brewerd-u23fmh
Study Abroad with English,PHD DOCTORATE,MEDICINE,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/study-abroad-with-english
International Year One in Psychology,PHD DOCTORATE,MEDICINE,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/international-year-one-in-psychology
"International Year One in Media, Film and Television Production",PHD DOCTORATE,MEDICINE,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/into/international-year-one-in-media-film-and-television-production
International Year One in Business Management and Economics,PHD DOCTORATE,MEDICINE,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/into/international-year-one-in-business-management-and-economics
International Year One in Biomedicine,PHD DOCTORATE,MEDICINE,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/international-year-one-in-biomedicine
International Year One in Biology,PHD DOCTORATE,MEDICINE,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/international-year-one-in-biology
International Foundation in Physical Sciences and Engineering,PHD DOCTORATE,MEDICINE,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/into/international-foundation-in-physical-sciences-and-engineering
International Foundation in Mathematics and Actuarial Sciences,PHD DOCTORATE,MEDICINE,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/into/international-foundation-in-mathematics-and-actuarial-sciences
International Foundation in Humanities and Law,PHD DOCTORATE,MEDICINE,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/into/international-foundation-in-humanities-and-law
International Foundation in Business Economics Society and Culture,PHD DOCTORATE,MEDICINE,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/into/international-foundation-in-business-economics-society-and-culture
Academic English,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/academic-english
Incoming Study Abroad and Exchange Year,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/incoming-study-abroad/incoming-study-abroad-and-exchange-year
Social Work Integrated Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/social-work-integrated-degree-apprenticeship
Psychological Wellbeing Practitioner Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/psychological-wellbeing-practitioner-apprenticeship
Nursing Associate Higher Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/nursing-associate-higher-apprenticeship
Clinical Associate in Psychology Masters Apprenticeship (Children and Young People),INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/masters-clinical-associate-in-psychology-masters-apprenticeship-children-and-young-people
Healthcare Science Practitioner (Applied Biomedical Science) Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/healthcare-science-practitioner-applied-biomedical-science-apprenticeship
Certificate of Higher Education in Pharmacy Technician Practice Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/certificate-of-higher-education-in-pharmacy-technician-practice-apprenticeship
Advanced Clinical Practitioner Masters Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/advanced-clinical-practitioner-masters-degree-apprenticeship
Adult Nursing Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/adult-nursing-degree-apprenticeship
Academic English,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/academic-english
Incoming Study Abroad and Exchange Year,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/incoming-study-abroad/incoming-study-abroad-and-exchange-year
Social Work Integrated Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/social-work-integrated-degree-apprenticeship
Psychological Wellbeing Practitioner Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/psychological-wellbeing-practitioner-apprenticeship
Nursing Associate Higher Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/nursing-associate-higher-apprenticeship
Clinical Associate in Psychology Masters Apprenticeship (Children and Young People),INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/masters-clinical-associate-in-psychology-masters-apprenticeship-children-and-young-people
Healthcare Science Practitioner (Applied Biomedical Science) Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/healthcare-science-practitioner-applied-biomedical-science-apprenticeship
Certificate of Higher Education in Pharmacy Technician Practice Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/certificate-of-higher-education-in-pharmacy-technician-practice-apprenticeship
Advanced Clinical Practitioner Masters Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/advanced-clinical-practitioner-masters-degree-apprenticeship
Adult Nursing Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/adult-nursing-degree-apprenticeship
Academic English,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/academic-english
Incoming Study Abroad and Exchange Year,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/incoming-study-abroad/incoming-study-abroad-and-exchange-year
Social Work Integrated Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/social-work-integrated-degree-apprenticeship
Psychological Wellbeing Practitioner Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/psychological-wellbeing-practitioner-apprenticeship
Nursing Associate Higher Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/nursing-associate-higher-apprenticeship
Clinical Associate in Psychology Masters Apprenticeship (Children and Young People),INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/masters-clinical-associate-in-psychology-masters-apprenticeship-children-and-young-people
Healthcare Science Practitioner (Applied Biomedical Science) Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/healthcare-science-practitioner-applied-biomedical-science-apprenticeship
Certificate of Higher Education in Pharmacy Technician Practice Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/certificate-of-higher-education-in-pharmacy-technician-practice-apprenticeship
Advanced Clinical Practitioner Masters Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/advanced-clinical-practitioner-masters-degree-apprenticeship
Adult Nursing Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/adult-nursing-degree-apprenticeship
Academic English,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/academic-english
Incoming Study Abroad and Exchange Year,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/incoming-study-abroad/incoming-study-abroad-and-exchange-year
Social Work Integrated Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/social-work-integrated-degree-apprenticeship
Psychological Wellbeing Practitioner Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/psychological-wellbeing-practitioner-apprenticeship
Nursing Associate Higher Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/nursing-associate-higher-apprenticeship
Clinical Associate in Psychology Masters Apprenticeship (Children and Young People),INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/masters-clinical-associate-in-psychology-masters-apprenticeship-children-and-young-people
Healthcare Science Practitioner (Applied Biomedical Science) Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/healthcare-science-practitioner-applied-biomedical-science-apprenticeship
Certificate of Higher Education in Pharmacy Technician Practice Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/certificate-of-higher-education-in-pharmacy-technician-practice-apprenticeship
Advanced Clinical Practitioner Masters Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/advanced-clinical-practitioner-masters-degree-apprenticeship
Adult Nursing Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/adult-nursing-degree-apprenticeship
Academic English,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/into/academic-english
Incoming Study Abroad and Exchange Year,INTO,SOCIAL WORK,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/incoming-study-abroad/incoming-study-abroad-and-exchange-year
Social Work Integrated Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/social-work-integrated-degree-apprenticeship
Psychological Wellbeing Practitioner Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/psychological-wellbeing-practitioner-apprenticeship
Nursing Associate Higher Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/nursing-associate-higher-apprenticeship
Clinical Associate in Psychology Masters Apprenticeship (Children and Young People),INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/masters-clinical-associate-in-psychology-masters-apprenticeship-children-and-young-people
Healthcare Science Practitioner (Applied Biomedical Science) Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/healthcare-science-practitioner-applied-biomedical-science-apprenticeship
Certificate of Higher Education in Pharmacy Technician Practice Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/certificate-of-higher-education-in-pharmacy-technician-practice-apprenticeship
Advanced Clinical Practitioner Masters Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/apprenticeship/advanced-clinical-practitioner-masters-degree-apprenticeship
Adult Nursing Degree Apprenticeship,INTO,SOCIAL WORK,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/apprenticeship/adult-nursing-degree-apprenticeship
